"id","code","local_code","name","continent","iso_country","wikipedia_link","keywords"
303312,"CD-HC","HC","Haut-Congo Province","AF","CD","http://en.wikipedia.org/wiki/Haut-Congo_Province",
303313,"CD-KA","KA","Katanga Province","AF","CD","http://en.wikipedia.org/wiki/Katanga_Province",
303314,"CD-KE","KE","Kasai-Oriental Province","AF","CD","http://en.wikipedia.org/wiki/Kasai-Oriental_Province",
303315,"CD-KN","KN","Kinshasa Province","AF","CD","http://en.wikipedia.org/wiki/Kinshasa_Province",
303316,"CD-KW","KW","Kasai-Occidental Province","AF","CD","http://en.wikipedia.org/wiki/Kasai-Occidental_Province",
303317,"CD-MA","MA","Maniema Province","AF","CD","http://en.wikipedia.org/wiki/Maniema_Province",
303318,"CD-NK","NK","Nord-Kivu Province","AF","CD","http://en.wikipedia.org/wiki/Nord-Kivu_Province",
303319,"CD-OR","OR","Orientale Province","AF","CD","http://en.wikipedia.org/wiki/Orientale_Province",
303320,"CD-SK","SK","Sud-Kivu Province","AF","CD","http://en.wikipedia.org/wiki/Sud-Kivu_Province",
303321,"CD-U-A","U-A","(unassigned)","AF","CD",,
303322,"CF-AC","AC","Ouham","AF","CF","http://en.wikipedia.org/wiki/Ouham",
303323,"CF-BB","BB","Bamingui-Bangoran","AF","CF","http://en.wikipedia.org/wiki/Bamingui-Bangoran",
303324,"CF-BGF","BGF","Bangui","AF","CF","http://en.wikipedia.org/wiki/Bangui",
303325,"CF-BK","BK","Basse-Kotto","AF","CF","http://en.wikipedia.org/wiki/Basse-Kotto",
303326,"CF-HK","HK","Haute-Kotto","AF","CF","http://en.wikipedia.org/wiki/Haute-Kotto",
303327,"CF-HM","HM","Haut-Mbomou","AF","CF","http://en.wikipedia.org/wiki/Haut-Mbomou",
303328,"CF-HS","HS","MambÃ©rÃ©-KadÃ©Ã¯","AF","CF","http://en.wikipedia.org/wiki/Mamb%C3%A9r%C3%A9-Kad%C3%A9%C3%AF",
303329,"CF-KB","KB","Nana-GrÃ©bizi","AF","CF","http://en.wikipedia.org/wiki/Nana-Gr%C3%A9bizi",
303330,"CF-KG","KG","KÃ©mo","AF","CF","http://en.wikipedia.org/wiki/K%C3%A9mo",
303331,"CF-LB","LB","Lobaye","AF","CF","http://en.wikipedia.org/wiki/Lobaye",
303332,"CF-MB","MB","Mbomou","AF","CF","http://en.wikipedia.org/wiki/Mbomou",
303333,"CF-MP","MP","Ombella-M'Poko","AF","CF","http://en.wikipedia.org/wiki/Ombella-M%27Poko",
303334,"CF-NM","NM","Nana-MambÃ©rÃ©","AF","CF","http://en.wikipedia.org/wiki/Nana-Mamb%C3%A9r%C3%A9",
303335,"CF-OP","OP","Ouham-PendÃ©","AF","CF","http://en.wikipedia.org/wiki/Ouham-Pend%C3%A9",
303336,"CF-SE","SE","Sangha-MbaÃ©rÃ©","AF","CF","http://en.wikipedia.org/wiki/Sangha-Mba%C3%A9r%C3%A9",
303337,"CF-U-A","U-A","(unassigned)","AF","CF",,
303338,"CF-UK","UK","Ouaka","AF","CF","http://en.wikipedia.org/wiki/Ouaka",
303339,"CF-VR","VR","Vakaga","AF","CF","http://en.wikipedia.org/wiki/Vakaga",
303340,"CG-11",11,"Bouenza Department","AF","CG","http://en.wikipedia.org/wiki/Bouenza_Department",
303341,"CG-12",12,"Pool Department","AF","CG","http://en.wikipedia.org/wiki/Pool_Department",
303342,"CG-13",13,"Sangha Department","AF","CG","http://en.wikipedia.org/wiki/Sangha_Department",
303343,"CG-14",14,"Plateaux Department","AF","CG","https://en.wikipedia.org/wiki/Plateaux_Department_(Republic_of_the_Congo)",
303344,"CG-15",15,"Cuvette-Ouest Department","AF","CG","http://en.wikipedia.org/wiki/Cuvette-Ouest_Department",
303345,"CG-2",2,"LÃ©koumou Department","AF","CG","https://en.wikipedia.org/wiki/LÃ©koumou_Department",
303346,"CG-5",5,"Kouilou Department","AF","CG","http://en.wikipedia.org/wiki/Kouilou_Department",
303347,"CG-7",7,"Likouala Department","AF","CG","http://en.wikipedia.org/wiki/Likouala_Department",
303348,"CG-8",8,"Cuvette Department","AF","CG","http://en.wikipedia.org/wiki/Cuvette_Department",
303349,"CG-9",9,"Niari Department","AF","CG","http://en.wikipedia.org/wiki/Niari_Department",
303350,"CG-BZV","BZV","Brazzaville Department","AF","CG","http://en.wikipedia.org/wiki/Brazzaville_Department",
303351,"CG-U-A","U-A","(unassigned)","AF","CG",,
303352,"CH-AG","AG","Canton of Aargau","EU","CH","http://en.wikipedia.org/wiki/Aargau",
303353,"CH-AI","AI","Canton of Appenzell Innerrhoden","EU","CH","http://en.wikipedia.org/wiki/Appenzell_Innerrhoden",
303354,"CH-AR","AR","Canton of Appenzell Ausserrhoden","EU","CH","http://en.wikipedia.org/wiki/Appenzell_Ausserrhoden",
303355,"CH-BE","BE","Canton of Berne","EU","CH","http://en.wikipedia.org/wiki/Berne","Bern"
303356,"CH-BL","BL","Canton of Basel-Country","EU","CH","http://en.wikipedia.org/wiki/Basel-Country","Basel-Landschaft"
303357,"CH-BS","BS","Canton of Basel-City","EU","CH","http://en.wikipedia.org/wiki/Basel-City","Basel-Stadt"
303358,"CH-FR","FR","Canton of Fribourg","EU","CH","http://en.wikipedia.org/wiki/Fribourg",
303359,"CH-GE","GE","Canton of Geneva","EU","CH","http://en.wikipedia.org/wiki/Geneva","GenÃ¨ve"
303360,"CH-GL","GL","Canton of Glarus","EU","CH","http://en.wikipedia.org/wiki/Glarus",
303361,"CH-GR","GR","Canton of Grisons","EU","CH","http://en.wikipedia.org/wiki/Grisons","GraubÃ¼nden"
303362,"CH-JU","JU","Canton of Jura","EU","CH","http://en.wikipedia.org/wiki/Jura",
303363,"CH-LU","LU","Canton of Lucerne","EU","CH","http://en.wikipedia.org/wiki/Lucerne","Luzern"
303364,"CH-NE","NE","Canton of NeuchÃ¢tel","EU","CH","http://en.wikipedia.org/wiki/NeuchÃ¢tel",
303365,"CH-NW","NW","Canton of Nidwalden","EU","CH","http://en.wikipedia.org/wiki/Nidwalden",
303366,"CH-OW","OW","Canton of Obwalden","EU","CH","http://en.wikipedia.org/wiki/Obwalden",
303367,"CH-SG","SG","Canton of St. Gallen","EU","CH","http://en.wikipedia.org/wiki/St._Gallen","Sankt Gallen"
303368,"CH-SH","SH","Canton of Schaffhausen","EU","CH","http://en.wikipedia.org/wiki/Schaffhausen",
303369,"CH-SO","SO","Canton of Solothurn","EU","CH","http://en.wikipedia.org/wiki/Solothurn",
303370,"CH-SZ","SZ","Canton of Schwyz","EU","CH","http://en.wikipedia.org/wiki/Schwyz",
303371,"CH-TG","TG","Canton of Thurgau","EU","CH","http://en.wikipedia.org/wiki/Thurgau",
303372,"CH-TI","TI","Canton of Ticino","EU","CH","http://en.wikipedia.org/wiki/Ticino",
303373,"CH-U-A","U-A","(unassigned)","EU","CH",,
303374,"CH-UR","UR","Canton of Uri","EU","CH","http://en.wikipedia.org/wiki/Uri",
303375,"CH-VD","VD","Canton of Vaud","EU","CH","http://en.wikipedia.org/wiki/Vaud",
303376,"CH-VS","VS","Canton of Valais","EU","CH","http://en.wikipedia.org/wiki/Valais",
303377,"CH-ZG","ZG","Canton of Zug","EU","CH","http://en.wikipedia.org/wiki/Zug",
303378,"CH-ZH","ZH","Canton of Zurich","EU","CH","http://en.wikipedia.org/wiki/Zurich",
303379,"CI-01",01,"Lagunes","AF","CI","http://en.wikipedia.org/wiki/Lagunes",
303380,"CI-02",02,"Haut-Sassandra","AF","CI","http://en.wikipedia.org/wiki/Haut-Sassandra",
303381,"CI-03",03,"Savanes","AF","CI","http://en.wikipedia.org/wiki/Savanes",
303382,"CI-04",04,"VallÃ©e du Bandama","AF","CI","http://en.wikipedia.org/wiki/VallÃ©e_du_Bandama",
303383,"CI-05",05,"Moyen-ComoÃ©","AF","CI","http://en.wikipedia.org/wiki/Moyen-ComoÃ©",
303384,"CI-06",06,"Dix-Huit Montagnes","AF","CI","http://en.wikipedia.org/wiki/Dix-Huit_Montagnes","18 Montagnes"
303385,"CI-07",07,"Lacs","AF","CI","http://en.wikipedia.org/wiki/Lacs",
303386,"CI-08",08,"Zanzan","AF","CI","http://en.wikipedia.org/wiki/Zanzan",
303387,"CI-09",09,"Bas-Sassandra","AF","CI","http://en.wikipedia.org/wiki/Bas-Sassandra",
303388,"CI-10",10,"DenguÃ©lÃ©","AF","CI","http://en.wikipedia.org/wiki/DenguÃ©lÃ©",
303389,"CI-11",11,"N'zi-ComoÃ©","AF","CI","http://en.wikipedia.org/wiki/N'zi-ComoÃ©",
303390,"CI-12",12,"MarahouÃ©","AF","CI","http://en.wikipedia.org/wiki/MarahouÃ©",
303391,"CI-13",13,"Sud-ComoÃ©","AF","CI","http://en.wikipedia.org/wiki/Sud-ComoÃ©",
303392,"CI-14",14,"Worodouqou","AF","CI","http://en.wikipedia.org/wiki/Worodouqou",
303393,"CI-15",15,"Sud-Bandama","AF","CI","http://en.wikipedia.org/wiki/Sud-Bandama",
303394,"CI-16",16,"AgnÃ©by","AF","CI","http://en.wikipedia.org/wiki/AgnÃ©by","AgnÃ©bi"
306391,"CI-17",17,"Bafing","AF","CI","http://en.wikipedia.org/wiki/Bafing",
306390,"CI-18",18,"Fromager","AF","CI","http://en.wikipedia.org/wiki/Fromager",
306389,"CI-19",19,"Moyen-Cavally","AF","CI","http://en.wikipedia.org/wiki/Moyen-Cavally",
303395,"CI-U-A","U-A","(unassigned)","AF","CI",,
303396,"CK-U-A","U-A","(unassigned)","OC","CK",,
303397,"CL-AI","AI","AysÃ©n Region","SA","CL","https://en.wikipedia.org/wiki/Ays%C3%A9n_Region","XI AysÃ©n del General Carlos IbÃ¡Ã±ez del Campo Region"
303398,"CL-AN","AN","Antofagasta Region","SA","CL","http://en.wikipedia.org/wiki/Antofagasta_Region",
306387,"CL-AP","AP","Arica and Parinacota Region","SA","CL","http://en.wikipedia.org/wiki/Arica_and_Parinacota_Region",
303399,"CL-AR","AR","AraucanÃ­a Region","SA","CL","http://en.wikipedia.org/wiki/AraucanÃ­a_Region",
303400,"CL-AT","AT","Atacama Region","SA","CL","http://en.wikipedia.org/wiki/Atacama_Region",
303401,"CL-BI","BI","BÃ­o-BÃ­o Region","SA","CL","http://en.wikipedia.org/wiki/BÃ­o-BÃ­o_Region",
303402,"CL-CO","CO","Coquimbo Region","SA","CL","http://en.wikipedia.org/wiki/Coquimbo_Region",
303403,"CL-LI","LI","O'Higgins Region","SA","CL","http://en.wikipedia.org/wiki/O'Higgins_Region","VI Libertador General Bernardo O'Higgins Region"
303404,"CL-LL","LL","Los Lagos Region","SA","CL","http://en.wikipedia.org/wiki/Los_Lagos_Region",
306388,"CL-LR","LR","Los RÃ­os Region","SA","CL","http://en.wikipedia.org/wiki/Los_RÃ­os_Region",
303405,"CL-MA","MA","Magallanes Region","SA","CL","http://en.wikipedia.org/wiki/Magallanes_Region",
303406,"CL-ML","ML","Maule Region","SA","CL","http://en.wikipedia.org/wiki/Maule_Region",
303407,"CL-RM","RM","Santiago Metropolitan Region","SA","CL","http://en.wikipedia.org/wiki/Santiago_Metropolitan_Region",
303408,"CL-TA","TA","TarapacÃ¡ Region","SA","CL","http://en.wikipedia.org/wiki/TarapacÃ¡_Region",
303409,"CL-U-A","U-A","(unassigned)","SA","CL",,
303410,"CL-VS","VS","ValparaÃ­so Region","SA","CL","http://en.wikipedia.org/wiki/ValparaÃ­so_Region",
303411,"CM-AD","AD","Adamaoua Region","AF","CM","http://en.wikipedia.org/wiki/Adamawa_Province",
303412,"CM-CE","CE","Centre Region","AF","CM","http://en.wikipedia.org/wiki/Centre_Province",
303413,"CM-EN","EN","Far North Region","AF","CM","http://en.wikipedia.org/wiki/Far_North_Province",
303414,"CM-ES","ES","East Region","AF","CM","http://en.wikipedia.org/wiki/East_Province_%28Cameroon%29",
303415,"CM-LT","LT","Littoral Region","AF","CM","http://en.wikipedia.org/wiki/Littoral_Province_(Cameroon)",
303416,"CM-NO","NO","North Region","AF","CM","http://en.wikipedia.org/wiki/North_Province_%28Cameroon%29",
303417,"CM-NW","NW","North-West Region","AF","CM","http://en.wikipedia.org/wiki/Northwest_Province",
303418,"CM-OU","OU","West Region","AF","CM","http://en.wikipedia.org/wiki/West_Province_%28Cameroon%29",
303419,"CM-SU","SU","South Region","AF","CM","http://en.wikipedia.org/wiki/South_Province_%28Cameroon%29",
303420,"CM-SW","SW","South-West Region","AF","CM","http://en.wikipedia.org/wiki/Southwest_Province",
303421,"CM-U-A","U-A","(unassigned)","AF","CM",,
303422,"CN-11",11,"Beijing Municipality","AS","CN","http://en.wikipedia.org/wiki/Beijing",
303423,"CN-12",12,"Tianjin Municipality","AS","CN","http://en.wikipedia.org/wiki/Tianjin",
303424,"CN-13",13,"Hebei Province","AS","CN","http://en.wikipedia.org/wiki/Hebei",
303425,"CN-14",14,"Shanxi Province","AS","CN","http://en.wikipedia.org/wiki/Shanxi",
303426,"CN-15",15,"Inner Mongolia Autonomous Region","AS","CN","http://en.wikipedia.org/wiki/Inner_Mongolia",
303427,"CN-21",21,"Liaoning Province","AS","CN","http://en.wikipedia.org/wiki/Liaoning",
303428,"CN-22",22,"Jilin Province","AS","CN","http://en.wikipedia.org/wiki/Jilin",
303429,"CN-23",23,"Heilongjiang Province","AS","CN","http://en.wikipedia.org/wiki/Heilongjiang",
303430,"CN-31",31,"Shanghai Municipality","AS","CN","http://en.wikipedia.org/wiki/Shanghai",
303431,"CN-32",32,"Jiangsu Province","AS","CN","http://en.wikipedia.org/wiki/Jiangsu",
303432,"CN-33",33,"Zhejiang Province","AS","CN","http://en.wikipedia.org/wiki/Zhejiang",
303433,"CN-34",34,"Anhui Province","AS","CN","http://en.wikipedia.org/wiki/Anhui",
303434,"CN-35",35,"Fujian Province","AS","CN","http://en.wikipedia.org/wiki/Fujian",
303435,"CN-36",36,"Jiangxi Province","AS","CN","http://en.wikipedia.org/wiki/Jiangxi",
303436,"CN-37",37,"Shandong Province","AS","CN","http://en.wikipedia.org/wiki/Shandong",
303437,"CN-41",41,"Henan Province","AS","CN","http://en.wikipedia.org/wiki/Henan",
303438,"CN-42",42,"Hubei Province","AS","CN","http://en.wikipedia.org/wiki/Hubei",
303439,"CN-43",43,"Hunan Province","AS","CN","http://en.wikipedia.org/wiki/Hunan",
303440,"CN-44",44,"Guangdong Province","AS","CN","http://en.wikipedia.org/wiki/Guangdong","Canton Province, Kwangtung Province"
303441,"CN-45",45,"Guangxi Autonomous Region","AS","CN","http://en.wikipedia.org/wiki/Guangxi",
303442,"CN-46",46,"Hainan Province","AS","CN","http://en.wikipedia.org/wiki/Hainan",
303443,"CN-50",50,"Chongqing Municipality","AS","CN","http://en.wikipedia.org/wiki/Chongqing",
303444,"CN-51",51,"Sichuan Province","AS","CN","http://en.wikipedia.org/wiki/Sichuan",
303445,"CN-52",52,"Guizhou Province","AS","CN","http://en.wikipedia.org/wiki/Guizhou",
303446,"CN-53",53,"Yunnan Province","AS","CN","http://en.wikipedia.org/wiki/Yunnan",
303447,"CN-54",54,"Tibet Autonomous Region","AS","CN","http://en.wikipedia.org/wiki/Tibet","Xizang"
303448,"CN-61",61,"Shaanxi Province","AS","CN","http://en.wikipedia.org/wiki/Shaanxi",
303449,"CN-62",62,"Gansu Province","AS","CN","http://en.wikipedia.org/wiki/Gansu",
303450,"CN-63",63,"Qinghai Province","AS","CN","http://en.wikipedia.org/wiki/Qinghai",
303451,"CN-64",64,"Ningxia Autonomous Region","AS","CN","http://en.wikipedia.org/wiki/Ningxia",
303452,"CN-65",65,"Xinjiang Autonomous Region","AS","CN","http://en.wikipedia.org/wiki/Xinjiang",
303453,"CN-71",71,"Taiwan (disputed)","AS","CN","http://en.wikipedia.org/wiki/Taiwan",
303454,"CN-91",91,"Hong Kong Special Administrative Region","AS","CN","http://en.wikipedia.org/wiki/Hong_Kong",
303455,"CN-92",92,"Macau Special Administrative Region","AS","CN","http://en.wikipedia.org/wiki/Macau",
303456,"CN-U-A","U-A","(unassigned)","AS","CN",,
303457,"CO-AMA","AMA","Amazonas Department","SA","CO","http://en.wikipedia.org/wiki/Amazonas_Department",
303458,"CO-ANT","ANT","AntioquÃ­a Department","SA","CO","http://en.wikipedia.org/wiki/AntioquÃ­a_Department",
303459,"CO-ARA","ARA","Arauca Department","SA","CO","http://en.wikipedia.org/wiki/Arauca_Department",
303460,"CO-ATL","ATL","AtlÃ¡ntico Department","SA","CO","http://en.wikipedia.org/wiki/AtlÃ¡ntico_Department",
303461,"CO-BOL","BOL","BolÃ­var Department","SA","CO","http://en.wikipedia.org/wiki/BolÃ­var_Department",
303462,"CO-BOY","BOY","BoyacÃ¡ Department","SA","CO","http://en.wikipedia.org/wiki/BoyacÃ¡_Department",
303463,"CO-CAL","CAL","Caldas Department","SA","CO","http://en.wikipedia.org/wiki/Caldas_Department",
303464,"CO-CAQ","CAQ","CaquetÃ¡ Department","SA","CO","http://en.wikipedia.org/wiki/CaquetÃ¡_Department",
303465,"CO-CAS","CAS","Casanare Department","SA","CO","http://en.wikipedia.org/wiki/Casanare_Department",
303466,"CO-CAU","CAU","Cauca Department","SA","CO","http://en.wikipedia.org/wiki/Cauca_Department",
303467,"CO-CES","CES","CÃ©sar Department","SA","CO","http://en.wikipedia.org/wiki/CÃ©sar_Department",
303468,"CO-CHO","CHO","ChocÃ³ Department","SA","CO","http://en.wikipedia.org/wiki/ChocÃ³_Department",
303469,"CO-COR","COR","CÃ³rdoba Department","SA","CO","http://en.wikipedia.org/wiki/CÃ³rdoba_Department",
303470,"CO-CUN","CUN","Cundinamarca Department","SA","CO","http://en.wikipedia.org/wiki/Cundinamarca_Department",
303471,"CO-DC","DC","Distrito Capital de BogotÃ¡ Department","SA","CO","http://en.wikipedia.org/wiki/Distrito_Capital_de_BogotÃ¡_Department",
303472,"CO-GUA","GUA","GuainÃ­a Department","SA","CO","http://en.wikipedia.org/wiki/GuainÃ­a_Department",
303473,"CO-GUV","GUV","Guaviare Department","SA","CO","http://en.wikipedia.org/wiki/Guaviare_Department",
303474,"CO-HUI","HUI","Huila Department","SA","CO","http://en.wikipedia.org/wiki/Huila_Department",
303475,"CO-LAG","LAG","La Guajira Department","SA","CO","http://en.wikipedia.org/wiki/La_Guajira_Department",
303476,"CO-MAG","MAG","Magdalena Department","SA","CO","http://en.wikipedia.org/wiki/Magdalena_Department",
303477,"CO-MET","MET","Meta Department","SA","CO","http://en.wikipedia.org/wiki/Meta_Department",
303478,"CO-NAR","NAR","NariÃ±o Department","SA","CO","http://en.wikipedia.org/wiki/NariÃ±o_Department",
303479,"CO-NSA","NSA","Norte de Santander Department","SA","CO","http://en.wikipedia.org/wiki/Norte_de_Santander_Department",
303480,"CO-PUT","PUT","Putumayo Department","SA","CO","http://en.wikipedia.org/wiki/Putumayo_Department",
303481,"CO-QUI","QUI","Quindio Department","SA","CO","http://en.wikipedia.org/wiki/Quindio_Department",
303482,"CO-RIS","RIS","Risaralda Department","SA","CO","http://en.wikipedia.org/wiki/Risaralda_Department",
303483,"CO-SAN","SAN","Santander Department","SA","CO","http://en.wikipedia.org/wiki/Santander_Department",
303484,"CO-SAP","SAP","San AndrÃ©s, Providencia y Santa Catalina Department","SA","CO","http://en.wikipedia.org/wiki/San_AndrÃ©s,_Providencia_y_Santa_Catalina_Department",
303485,"CO-SUC","SUC","Sucre Department","SA","CO","http://en.wikipedia.org/wiki/Sucre_Department",
303486,"CO-TOL","TOL","Tolima Department","SA","CO","http://en.wikipedia.org/wiki/Tolima_Department",
303487,"CO-U-A","U-A","(unassigned)","SA","CO",,
303488,"CO-VAC","VAC","Valle del Cauca Department","SA","CO","http://en.wikipedia.org/wiki/Valle_del_Cauca_Department",
303489,"CO-VAU","VAU","VaupÃ©s Department","SA","CO","http://en.wikipedia.org/wiki/VaupÃ©s_Department",
303490,"CO-VID","VID","Vichada Department","SA","CO","http://en.wikipedia.org/wiki/Vichada_Department",
303491,"CR-A","A","Alajuela","NA","CR","http://en.wikipedia.org/wiki/Alajuela",
303492,"CR-C","C","Cartago","NA","CR","http://en.wikipedia.org/wiki/Cartago",
303493,"CR-G","G","Guanacaste","NA","CR","http://en.wikipedia.org/wiki/Guanacaste",
303494,"CR-H","H","Heredia","NA","CR","http://en.wikipedia.org/wiki/Heredia",
303495,"CR-L","L","Limon","NA","CR","http://en.wikipedia.org/wiki/Limon",
303496,"CR-P","P","Puntarenas","NA","CR","http://en.wikipedia.org/wiki/Puntarenas",
303497,"CR-SJ","SJ","San Jose","NA","CR","http://en.wikipedia.org/wiki/San_Jose",
303498,"CR-U-A","U-A","(unassigned)","NA","CR",,
303499,"CU-01",01,"Pinar del RÃ­o","NA","CU","http://en.wikipedia.org/wiki/Pinar_del_RÃ­o",
303500,"CU-02",02,"La Habana","NA","CU","http://en.wikipedia.org/wiki/La_Habana",
303501,"CU-03",03,"Ciudad de la Habana","NA","CU","http://en.wikipedia.org/wiki/Ciudad_de_la_Habana",
303502,"CU-04",04,"Matanzas","NA","CU","http://en.wikipedia.org/wiki/Matanzas",
303503,"CU-05",05,"Villa Clara","NA","CU","http://en.wikipedia.org/wiki/Villa_Clara",
303504,"CU-06",06,"Cienfuegos","NA","CU","http://en.wikipedia.org/wiki/Cienfuegos",
303505,"CU-07",07,"Sancti SpÃ­ritus","NA","CU","http://en.wikipedia.org/wiki/Sancti_SpÃ­ritus",
303506,"CU-08",08,"Ciego de Ãvila","NA","CU","http://en.wikipedia.org/wiki/Ciego_de_Ãvila",
303507,"CU-09",09,"CamagÃ¼ey","NA","CU","http://en.wikipedia.org/wiki/CamagÃ¼ey",
303508,"CU-10",10,"Las Tunas","NA","CU","http://en.wikipedia.org/wiki/Las_Tunas",
303509,"CU-11",11,"HolguÃ­n","NA","CU","http://en.wikipedia.org/wiki/HolguÃ­n",
303510,"CU-12",12,"Granma","NA","CU","http://en.wikipedia.org/wiki/Granma",
303511,"CU-13",13,"Santiago de Cuba","NA","CU","http://en.wikipedia.org/wiki/Santiago_de_Cuba",
303512,"CU-14",14,"GuantÃ¡namo","NA","CU","http://en.wikipedia.org/wiki/GuantÃ¡namo",
303513,"CU-99",99,"Isla de la Juventud","NA","CU","http://en.wikipedia.org/wiki/Isla_de_la_Juventud",
303514,"CU-CA","CA","Ciego de Avila","NA","CU","http://en.wikipedia.org/wiki/Ciego_de_Avila",
303515,"CU-CG","CG","Camagoey","NA","CU","http://en.wikipedia.org/wiki/Camagoey",
303516,"CU-HO","HO","Holgun","NA","CU","http://en.wikipedia.org/wiki/Holgun",
303517,"CU-IJ","IJ","Municipio Especial Isla de la Juventud","NA","CU","http://en.wikipedia.org/wiki/Municipio_Especial_Isla_de_la_Juventud",
303518,"CU-PR","PR","Pinar del Roo","NA","CU","http://en.wikipedia.org/wiki/Pinar_del_Roo",
303519,"CU-SS","SS","Sancti Spritus","NA","CU","http://en.wikipedia.org/wiki/Sancti_Spritus",
303520,"CU-U-A","U-A","(unassigned)","NA","CU",,
303522,"CV-B","B","Barlavento Islands","AF","CV","http://en.wikipedia.org/wiki/Barlavento_Islands","Ilhas de Barlavento"
303521,"CV-S","S","Sotavento Islands","AF","CV","http://en.wikipedia.org/wiki/Sotavento_Islands","Ilhas de Sotavento"
303523,"CV-U-A","U-A","(unassigned)","AF","CV",,
306901,"CW-U-A","U-A","(unassigned)","NA","CW",,
303524,"CX-U-A","U-A","(unassigned)","AS","CX",,
303525,"CY-01",01,"Kyrenia District","AS","CY","http://en.wikipedia.org/wiki/Kyrenia_District",
303526,"CY-02",02,"Nicosia District","AS","CY","http://en.wikipedia.org/wiki/Nicosia_District",
303527,"CY-03",03,"Famagusta District","AS","CY","http://en.wikipedia.org/wiki/Famagusta_District",
303528,"CY-04",04,"Larnarca District","AS","CY","http://en.wikipedia.org/wiki/Larnarca_District",
303529,"CY-05",05,"Limassol District","AS","CY","http://en.wikipedia.org/wiki/Limassol_District","Lemesos"
303530,"CY-06",06,"Paphos District","AS","CY","http://en.wikipedia.org/wiki/Paphos_District",
303531,"CY-U-A","U-A","(unassigned)","AS","CY",,
303532,"CZ-JC","JC","South Bohemian Region","EU","CZ","http://en.wikipedia.org/wiki/South_Bohemian_Region","JihoÄeskÃ½ kraj, South Bohemia"
303533,"CZ-JM","JM","South Moravian Region","EU","CZ","http://en.wikipedia.org/wiki/South_Moravian_Region","JihomoravskÃ½ kraj"
303534,"CZ-KA","KA","Carlsbad Region","EU","CZ","http://en.wikipedia.org/wiki/Karlovy_Vary_Region","KarlovarskÃ½ kraj, Karlovy Vary"
303535,"CZ-KR","KR","Hradec KrÃ¡lovÃ© Region","EU","CZ","http://en.wikipedia.org/wiki/Hradec_KrÃ¡lovÃ©_Region","KrÃ¡lovÃ©hradeckÃ½ kraj"
303536,"CZ-LI","LI","Liberec Region","EU","CZ","http://en.wikipedia.org/wiki/Liberec_Region","LibereckÃ½ kraj"
303537,"CZ-MO","MO","Moravian-Silesian Region","EU","CZ","http://en.wikipedia.org/wiki/Moravian-Silesian_Region","MoravskoslezskÃ½ kraj"
303538,"CZ-OL","OL","Olomouc Region","EU","CZ","http://en.wikipedia.org/wiki/Olomouc_Region","OlomouckÃ½ kraj, Moravia"
303539,"CZ-PA","PA","Pardubice Region","EU","CZ","http://en.wikipedia.org/wiki/Pardubice_Region","PardubickÃ½ kraj"
303540,"CZ-PL","PL","PlzeÅˆ Region","EU","CZ","http://en.wikipedia.org/wiki/PlzeÅˆ_Region","PlzeÅˆskÃ½ kraj"
303541,"CZ-PR","PR","Prague (capital city)","EU","CZ","http://en.wikipedia.org/wiki/Prague","Praha, hlavnÃ­ mÄ›sto"
303542,"CZ-ST","ST","Central Bohemian Region","EU","CZ","http://en.wikipedia.org/wiki/Central_Bohemian_Region","StÅ™edoÄeskÃ½ kraj"
303543,"CZ-U-A","U-A","(unassigned)","EU","CZ",,